E. I. N.,Name,In Care of Name,Address,City,State,Zip Code,Asset Amount,Income Amount,Form 990 Revenue Amount
660345763,DISABLED AMERICAN VETERANS CHAPTER 14                                 ,% CARLOS BLAS                      ,PO BOX 4837                        ,AGUADILLA             ,PR,00605-4837,$0.00,$0.00,$0.00
237282009,DISABLED AMERICAN VETERANS CHAPTER 8                                  ,                                   ,ESPERANZA ST 14                    ,ARROYO                ,PR,00714-0000,             ,             ,             
900508374,DISTRIBUTIVE EDUCATION CLUBS OF AMERICA                               ,% NILDA SANTIAGO                   ,PO BOX 190759                      ,SAN JUAN              ,PR,00919-0759,             ,             ,             
660670521,DIVINE CHILDREN                                                       ,% SUSAN RIVERA                     ,G 22 CALLE AZULES DE MAR           ,DORADO                ,PR,00646-0000,$0.00,$0.00,$0.00
660670824,DONA PETRA Y DON PEPE ELDERLY HOUSING INC                             ,% NANCY MARIA SANCHEZ MALDONODO    ,3511 GOLDEN BEACH 308              ,CAROLINA              ,PR,00979-0000,$1.00,$0.00,$0.00
660376657,DORADO COMMUNITY CHURCH                                               ,                                   ,PO BOX 827                         ,DORADO                ,PR,00646-0827,             ,             ,             
660277132,EDP COLLEGE OF PR INC                                                 ,% EDP COLLEGE OF PUERTO RICO       ,PO BOX 192303                      ,SAN JUAN              ,PR,00919-2303,"$7,248,253.00","$13,269,595.00","$13,269,595.00"
660363441,EDUCATIONAL ASSOCIATES INC HUMACAO COMMUNITY COLLEGE                  ,                                   ,PO BOX 9139                        ,HUMACAO               ,PR,00792-9139,"$12,504,279.00","$6,151,741.00","$6,151,741.00"
660486064,EDUCATIONAL CENTER FOR THE BLIND AND THE HANDICAPPED OF PUERTO RICO   ,                                   ,30 WASHINGTON ST STE 5-N           ,SANTURCE              ,PR,00907-1523,"$664,009.00","$500,953.00","$500,953.00"
660583733,EDUCATIONAL SERVICES CENTER OF SAN GERMAN INC                         ,% VIVIAN RUIZ                      ,PO BOX 1332                        ,HORMIGUEROS           ,PR,00660-5332,"$232,125.00","$123,613.00","$123,613.00"
660641215,EDUCATIONAL SERVICES CORPUS CHRISTI CORP                              ,% REVDO PADRE RAMON E ALBINO GUZMAN,PO BOX 4021                        ,AGUADILLA             ,PR,00605-4021,"$250,926.00","$540,670.00","$529,077.00"
660639753,EGIDA DEL POLICIA INC                                                 ,                                   ,RR 3 BOX 3724                      ,SAN JUAN              ,PR,00926-9612,"$1,852,602.00","$143,153.00","$143,153.00"
660461792,EGIDA RYDER INC                                                       ,                                   ,PO BOX 859                         ,HUMACAO               ,PR,00792-0859,"$1,652,745.00","$412,512.00","$412,512.00"
980401641,EL BUEN SAMARITANO AD ARECIBO                                         ,% LUIS E RODRIGUEZ ROMAN           ,PO BOX 30000 PMB 8022              ,SABANA HOYOS          ,PR,00688-3000,             ,             ,             
660457967,EL CARIBE RESOURCE CONSERVATION & DEVELOPEMENT AREA                   ,                                   ,471 CALLE FERROCARRIL STE 203      ,PONCE                 ,PR,00717-4103,$0.00,$0.00,$0.00
311775402,EL CENTRO ISLAMICO EN PUERTO RICO                                     ,% TAWFIG ABUOSBA                   ,PO BOX 25309                       ,SAN JUAN              ,PR,00928-5309,             ,             ,             
660604382,EL CORREDOR TECNO ECONOMICO DE PUERTO RICO Y EL CARIBE                ,% PRTEC                            ,177 CALLE BALBOA                   ,MAYAGUEZ              ,PR,00680-5358,"$133,051.00","$440,676.00","$440,676.00"
660601679,EL GUARDIAN DE LOS NINOS INC                                          ,% MILAGROS ALBIZU-CORDERO          ,PO BOX 6004 MSC 204                ,VILLALBA              ,PR,00766-6004,             ,             ,             
660202913,EL HOGAR DEL NINO INC                                                 ,% BANCO POPULAR DE PUERTO RICO     ,PO BOX 20667                       ,SAN JUAN              ,PR,00928-0667,"$271,159.00","$10,581.00","$10,581.00"
660307031,EL INSTITUTO DE ORIENTACION Y TERAPIA FAMILIAR                        ,% ROSA L RAMIREZ                   ,PO BOX 861                         ,CAGUAS                ,PR,00726-0861,"$56,197.00","$289,571.00","$289,571.00"
660450077,EL MUSEO DEL NINO INC                                                 ,                                   ,PO BOX 9022467                     ,SAN JUAN              ,PR,00902-2467,$0.00,$0.00,$0.00
660571609,EL PROGRAMA DE ENLACE Y SERVICIO COMUNITARIO DE AGUADILLA INC         ,% REVEREND MARCOS CAMACHO          ,PO BOX 4820                        ,AGUADILLA             ,PR,00605-4820,$0.00,$0.00,$0.00
660651686,EL SHADDAI ASAMBLEAS DE DIOS                                          ,                                   ,HC 5 BOX 6212                      ,JUANA DIAZ            ,PR,00795-0000,             ,             ,             
660604221,ELDEN HOTEL CARE CORPORATION                                          ,% JULIAN LAMADRID GONZALEZ         ,PO BOX 9020665                     ,SAN JUAN              ,PR,00902-0665,$0.00,$0.00,$0.00
660601885,ELFARO DE LOS ANIMALES                                                ,% NANCY MADDEN                     ,PO BOX 637                         ,PUNTA STGO            ,PR,00741-0637,"$403,450.00","$176,254.00","$176,254.00"
660407714,EMPRESAS APARI                                                        ,                                   ,RR 1 BOX 2574                      ,CIDRA                 ,PR,00739-9839,"$588,923.00",$0.00,$0.00
660643551,EMPRESAS COLIBRI                                                      ,                                   ,PO BOX 536                         ,NAGUABO               ,PR,00718-0536,$1.00,"$16,264.00","$16,264.00"
660654331,ENTERPRIZE EVENTS INC                                                 ,% ROBERT DAVALILA                  ,36 RD 20 CORP PARK STE 707         ,GUAYNABO              ,PR,00966-0000,"$65,957.00","$86,395.00","$86,395.00"
660683500,ENTRELAZANDO SUENOS INC                                               ,% NESTOR J JIMENEZ                 ,PO BOX 360622                      ,SAN JUAN              ,PR,00936-0622,$0.00,$0.00,$0.00
660478120,ESCUELA DE ARTES PLASTICAS DE PUERTO RICO                             ,                                   ,PO BOX 9021112                     ,SAN JUAN              ,PR,00902-1112,             ,             ,             
660742129,ESCUELA DE BELLAS ARTES REY DAVID INC                                 ,% DANIEL L PEREZ                   ,L2 CALLE 10                        ,SAN GERMAN            ,PR,00683-4709,             ,             ,             
660361341,ESCUELA DE MEDICINA SAN JUAN BAUTISTA INC                             ,                                   ,PO BOX 4968                        ,CAGUAS                ,PR,00726-4968,"$5,992,122.00","$6,438,701.00","$6,438,701.00"
660611788,ESPERANZA EN LA MANANA INC                                            ,% SHARON DE ORTIZ MULERO           ,PO BOX 2959                        ,JUNCOS                ,PR,00777-5959,"$17,475.00","$228,849.00","$228,849.00"
660268234,ESPERANZA PARA LA VEJEZ INC                                           ,                                   ,URB LOMAS VERDES CALLE DUENDE 2    ,BAYAMON               ,PR,00956-0000,"$3,226,203.00","$4,957,537.00","$4,957,537.00"
660479184,ESTANCIA CORAZON INC                                                  ,% CARLOS J GONZALEZ SANTIAGO       ,PO BOX 3309                        ,MAYAGUEZ              ,PR,00681-3309,"$343,776.00","$1,530,162.00","$1,530,162.00"
660644042,ESTANCIAS DEL ANGEL PRESBITERIANA INC                                 ,% EDUARDO A MIRANDA DE LA ROSA     ,PO BOX 142                         ,MAYAGUEZ              ,PR,00681-0142,"$10,482,434.00","$490,198.00","$490,198.00"
660675418,EUROPEAN CHRISTIAN LEADERSHIP ACADEMY INC                             ,% ABRAHAM MALDONADO                ,PO BOX 50571                       ,TOA BAJA              ,PR,00950-0571,$90.00,"$16,469.00","$16,469.00"
660594469,EXTRA BASES INC                                                       ,% CARLOS DELGADO HERNANDEZ         ,PO BOX 4996                        ,AGUADILLA             ,PR,00605-4996,"$388,934.00","$476,877.00","$476,877.00"
660431102,FAJARDO INTEGRAL COMMUNITY DEVELOPMENT CORPORATION                    ,% ANTONIO VAZQUEZ                  ,PO BOX 697                         ,FAJARDO               ,PR,00738-0697,$0.00,$0.00,$0.00
660659108,FAMILY MANAGEMENT CORP                                                ,                                   ,VILLAS DE PLAN BONITO 207 LOS CORAL,CABO ROJO             ,PR,00623-0000,$0.00,$0.00,$0.00
237034732,FAMILY PLANNING ASSOCIATION OF PUERTO RICO                            ,                                   ,PO BOX 192379                      ,SAN JUAN              ,PR,00919-2379,"$4,714,164.00","$4,086,428.00","$4,086,428.00"
660598846,FEDERACION DE ALZHEIMER DE PUERTO RICO INC                            ,% AWILDA CIVIDANES                 ,PO BOX 71325                       ,SAN JUAN              ,PR,00936-8425,"$35,317.00","$46,934.00","$46,934.00"
660231353,FEDERATION OF YOUNG MENS CHRISTIAN ASSOCIATIONS OF PUERTO RICO INC    ,                                   ,PO BOX 360590                      ,SAN JUAN              ,PR,00936-0590,$0.00,$0.00,$0.00
660617433,FESTIVAL REYES MAGOS EN VIEQUES INC                                   ,% RAMON FIGUEROA                   ,866 CALLE CABRERA PMB 134          ,SAN JUAN              ,PR,00925-2413,$0.00,$0.00,$0.00
660626504,FIDEICOMISO PARA LA ADM DEL FONDO DE BEN DE HIETEL                    ,% 543 CALLE ESMIRNA BOX 4          ,URB CAPARRA HEIGHTS 543 ESMIRNA    ,SAN JUAN              ,PR,00920-0000,"$1,121,329.00","$121,332.00","$121,332.00"
660708877,FIST ART FOUNDATION INC                                               ,                                   ,120 CARRETERA 693                  ,DORADO                ,PR,00646-6711,             ,             ,             
660535017,FNZ FOUNDATION INC                                                    ,% JAMES D KLAU                     ,2 CANDINA REEF 1601                ,SAN JUAN              ,PR,00907-0000,"$6,350,558.00","$704,019.00",             
660570927,FONDITA SANTA MARTA INC                                               ,% JOSE ENRIQUE SANCHEZ             ,PO BOX 10                          ,UTUADO                ,PR,00641-0010,"$1,406.00","$5,185.00",$0.00
660440240,FONDO CULTURAL DEL OESTE INC                                          ,% ENRIQUE SAAVEDRA SEDA            ,69 ORQUIDEAS ENSANCHE MARTINEZ     ,MAYAGUEZ              ,PR,00680-0000,"$335,552.00","$150,556.00","$150,556.00"
666028271,FONDO PERMANENTE EPISCOPAL                                            ,                                   ,PO BOX 902                         ,TRUJILLO ALTO         ,PR,00978-0902,             ,             ,             
660269222,FONDOS UNIDOS DE PUERTO RICO INC                                      ,                                   ,PO BOX 191914                      ,SAN JUAN              ,PR,00919-1914,"$14,400,205.00","$9,289,069.00","$9,289,069.00"
660382603,FONT MARTELLO HOME CARE PROGRAM INC                                   ,                                   ,PO BOX 9206                        ,HUMACAO               ,PR,00792-9206,"$508,859.00","$1,103,893.00","$1,103,893.00"
753178865,FOTOMISSION INC                                                       ,% ROSENDO PEREZ                    ,PO BOX 9023631                     ,SAN JUAN              ,PR,00902-3631,$0.00,$0.00,$0.00
660611274,FRANCEDITH INC                                                        ,% FELIX O MORALES LAMBOY           ,PO BOX 359                         ,DORADO                ,PR,00646-0359,"$47,184.00","$311,482.00","$311,482.00"
660672650,FUND DE COMBATIENTES DE CACER DE SENO INC                             ,% CARMEN A MARTINEZ                ,PO BOX 1390                        ,AIBONITO              ,PR,00705-1390,             ,             ,             
660729493,FUNDACION A-MAR BARA NINOS QUEMADOS                                   ,% BONNIE GUZMAN LE MEDANA          ,PO BOX 13399                       ,SAN JUAN              ,PR,00908-3399,             ,             ,             
